name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,ebd_id2022,code
Limnodromus griseus,1710,4112,2817,5906,5907:5909,5911,367,2310,2327,50.33,Charadriiformes,Scolopacidae,Short-billed Dowitcher,NA,13,0,0.72,1,1.5,0,4,4,0.56,0.97,NA,NA,0.26,0,1,pre2,110.53,3,monog,0,06-01,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,40,0,50,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,6050,shbdow
Limnodromus scolopaceus,1720,4113,2851,5910,NA,5911,368,2320,2327,51.03,Charadriiformes,Scolopacidae,Long-billed Dowitcher,NA,7,0,0.72,1,1.5,0,4,4,0.73,NA,NA,NA,0.33,0,1,pre2,104.4,2,monog,0,05-20,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,30,0,30,0,0,0,0,0,1,1,0,Invertebrate,60,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,6054,lobdow
Scolopax minor,1730,4043,2859,5920,NA,NA,372,2280,NA,30.63,Charadriiformes,Scolopacidae,American Woodcock,NA,10,0,0.82,0,1,0,3,4,0.42,0.95,0.95,NA,0.38,0,1,pre2,196.32,1,polygyn,0,02-01,06-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,10,0,80,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6064,amewoo
Gallinago gallinago,1740,4051,2878,5942,5938:5940,5941;5943;5947;5951,376,2300,NA,46.49,Charadriiformes,Scolopacidae,Common Snipe,Gallinago delicata,12,0,0.5,0,1,0,3,4,0.59,0.56,NA,NA,0.33,0,1,pre2,112.94,2,monog,0,05-10,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,20,0,40,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,6086,wilsni1
Steganopus tricolor,1750,4145,2886,5964,NA,NA,393,2240,NA,56.17,Charadriiformes,Scolopacidae,Wilson's Phalarope,Phalaropus tricolor,10,0,0.87,0,2,0,3,4,0.59,0.33,0.43,NA,0.09,0,1.25,pre2,59.39,3,polyand,0,05-01,07-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,5,0,75,0,20,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,30,0,6110,wilpha
Phalaropus lobatus,1760,4146,2887,5965,NA,5967,394,2230,NA,49.34,Charadriiformes,Scolopacidae,Red-necked Phalarope,NA,10,0,0.7,0,1,0,2,4,0.8,NA,NA,NA,0.23,0,2,pre2,36.68,3,polyand,0,05-25,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,80,0,10,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,30,0,6111,renpha
Phalaropus fulicarius,1770,4148,2888,5966,NA,5967,NA,NA,NA,50.05,Charadriiformes,Scolopacidae,Red Phalarope,NA,6,0,0.71,1,1.5,0,3,4,NA,NA,NA,1,0.25,0,1.25,pre2,55.59,3,monog,0,05-25,08-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,50,0,40,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,6112,redpha1
Actitis macularius,1780,4104,2891,5970,5969,5971,379,2630,2631,47.48,Charadriiformes,Scolopacidae,Spotted Sandpiper,NA,12,0,0.63,0,1,0,4,4,NA,0.51,0.83,NA,0.34,0,1,pre2,40.4,1,polyand,0,05-01,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,20,0,60,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,6116,sposan
Tringa solitaria,1790,4098,2893,5973,5974:5975,NA,381,2560,NA,49.72,Charadriiformes,Scolopacidae,Solitary Sandpiper,NA,15,1,0.72,1,1,0,4,4,NA,NA,NA,NA,0.24,1,1,pre2,48.4,1,monog,0,06-01,07-01,1,cup,0,0,0,0,0,0,40,60,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,1,0,Invertebrate,80,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6119,solsan
Tringa nebularia,1795,4094,2899,5981,NA,5983,388,2530,NA,52.578,Charadriiformes,Scolopacidae,Common Greenshank,NA,11,0,0.72,1,1,0,4,4,NA,0.67,0.32,NA,0.21,0,1,pre2,187,1,monog,1,04-15,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,40,0,20,0,0,0,0,0,0,1,0,Invertebrate,80,10,0,10,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,6127,comgre
Heteroscelus incanus,1800,4106,2895,5977,NA,5978,383,2590,NA,55.25,Charadriiformes,Scolopacidae,Wandering Tattler,Tringa incana,15,1,0.72,1,2,0,4,4,NA,NA,NA,NA,0.24,1,1,pre2,108.24,1,monog,0,05-15,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,30,0,20,0,50,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,6123,wantat1
Tringa melanoleuca,1810,4096,2900,5980,NA,5988,389,2540,2555,50.19,Charadriiformes,Scolopacidae,Greater Yellowlegs,NA,15,1,0.72,1,1.6,1,4,4,NA,NA,NA,NA,0.24,1,1,pre2,161.74,1,monog,0,05-01,06-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,70,0,20,0,0,0,0,0,1,1,0,Invertebrate,65,0,10,20,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,50,0,6126,greyel
Catoptrophorus semipalmatus,1820,4107,2896,5984,5985:5986,NA,386,2580,NA,47.61,Charadriiformes,Scolopacidae,Willet,Tringa semipalmata,10,0,0.85,0,1,0,4,4,0.52,NA,NA,NA,0.31,0,1,pre2,245.7,1,monog,0,05-01,07-01,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,50,0,30,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6130,willet1
Tringa flavipes,1830,4097,2897,5987,NA,5988,384,2550,2555,52.77,Charadriiformes,Scolopacidae,Lesser Yellowlegs,NA,5,0,0.72,1,1,0,4,4,0.59,0.73,0.3,NA,0.13,0,1,pre2,77.5,2,monog,0,05-01,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,0,0,0,0,0,0,1,0,Invertebrate,90,0,0,5,0,0,0,0,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,6133,lesyel
Tringa glareola,1840,4100,2902,5990,NA,NA,NA,NA,NA,48.81,Charadriiformes,Scolopacidae,Wood Sandpiper,NA,11,0,0.46,0,1,0,4,4,NA,NA,NA,NA,0.24,1,1,pre2,62.05,1,monog,0,05-10,07-01,0,saucer,0,80,0,0,0,0,10,10,0,0,0,0,40,0,30,0,30,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6136,woosan
Stercorarius pomarinus,1850,4348,3068,6119,NA,6121;6125,399,360,NA,59.84,Charadriiformes,Stercorariidae,Pomarine Jaeger,NA,13,1,0.81,1,3,0,2,2,0.57,NA,0.32,NA,0.11,0,0.25,semipre,692.47,1,monog,0,06-01,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,1,0.25,VertFishScav,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,6274,pomjae
Stercorarius parasiticus,1860,4346,3067,6120,NA,6121;6126,400,370,NA,59.23,Charadriiformes,Stercorariidae,Parasitic Jaeger,NA,18,0,0.89,0,4,0,2,2,NA,0.89,NA,NA,0.12,0,1,semipre,444.31,1,monog,0,05-05,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,1,0.9,VertFishScav,20,30,0,30,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0,6275,parjae
Stercorarius longicaudus,1870,4345,3066,6122,6123:6124,6125;6126,401,380,NA,63.78,Charadriiformes,Stercorariidae,Long-tailed Jaeger,NA,8,0,0.73,0,3,0,2,2,0.43,0.29,0.58,NA,0.07,0,1,semipre,287.9,1,monog,0,05-25,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0.6,VertFishScav,30,60,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,0,0,0,0,0,0,0,0,6277,lotjae
Alle alle,1880,4507,3100,6129,6130:6131,NA,NA,NA,NA,51.34,Charadriiformes,Alcidae,Little Auk,NA,24,1,0.85,1,2.5,0,1,1,0.5,0.65,0.77,NA,0.25,0,1,semipre,180.73,3,monog,0,05-25,07-15,0,crevice,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,1,6285,doveki
Uria aalge,1890,4508,3102,6132,6133:6136,6142;6143,403,300,315,57.51,Charadriiformes,Alcidae,Common Guillemot,NA,34,0,0.82,0,5,0,1,1,0.46,NA,NA,0.65,0.3,0,0.92,semipre,991.93,3,monog,0,05-01,07-05,0,no,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6288,commur
Uria lomvia,1900,4509,3101,6137,6138:6141,6142;6143,404,310,315,51.83,Charadriiformes,Alcidae,Thick-billed Guillemot,NA,29,0,0.89,0,5.7,0,1,1,0.46,NA,NA,0.52,0.24,0,0.9,semipre,963.99,3,monog,0,05-10,07-05,0,no,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6294,thbmur
Alca torda,1910,4510,3098,6144,6145:6146,NA,406,320,NA,56.8,Charadriiformes,Alcidae,Razorbill,NA,41,0,0.91,0,5,0,1,1,0.7,0.7,0.9,NA,0.44,0,0.95,semipre,725.99,3,monog,0,06-25,08-05,0,crevice,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6301,razorb
Cepphus grylle,1920,4512,3089,6149,6150:6155,6163,407,270,NA,43.16,Charadriiformes,Alcidae,Black Guillemot,NA,21,0,0.87,0,4,0,1,2,0.54,0.66,0.68,NA,0.24,0,1,semipre,378,3,monog,0,06-01,07-15,0,no,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6306,blkgui
Cepphus columba,1930,4513,3090,6156,6157:6162,6163,408,290,NA,40.08,Charadriiformes,Alcidae,Pigeon Guillemot,NA,14,0,0.8,0,3.5,0,1,2,0.46,NA,NA,0.81,0.19,0,1,semipre,530,2,monog,0,05-05,07-25,0,crevice,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6313,piggui
Brachyramphus marmoratus,1940,4517,3086,6166,NA,NA,410,230,NA,58.42,Charadriiformes,Alcidae,Marbled Murrelet,NA,24,1,0.85,0,3,0,1,1,0.46,0.67,0.45,NA,0.14,0,0.9,semipre,220,1,monog,0,03-15,08-30,0,saucer,0,50,0,0,0,0,10,40,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6323,marmur
Brachyramphus brevirostris,1950,4519,3087,6167,NA,NA,411,240,NA,53.16,Charadriiformes,Alcidae,Kittlitz's Murrelet,NA,25,0,0.87,0,3.5,0,1,1,0.16,NA,0.23,NA,0.04,0,0.8,semipre,234,1,monog,0,05-10,08-30,0,no,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6324,kitmur
Synthliboramphus hypoleucus,1960,4520,3095,6169,NA,6170;6173,NA,NA,NA,48.74,Charadriiformes,Alcidae,Xantus's Murrelet,NA,24,1,0.85,1,3,1,1,2,0.46,NA,NA,0.69,0.16,0,0.9,semipre,167,1,monog,0,01-01,07-10,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6326,xanmur1
Synthliboramphus antiquus,1970,4524,3092,6174,6175:6176,NA,415,210,NA,51.86,Charadriiformes,Alcidae,Ancient Murrelet,NA,22,0,0.77,0,3,0,1,2,0.46,NA,NA,1.51,0.35,0,1,pre2,217.72,3,monog,0,03-05,08-15,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6331,ancmur
Ptychoramphus aleuticus,1980,4526,3080,6179,6180:6181,NA,416,160,NA,40.69,Charadriiformes,Alcidae,Cassin's Auklet,NA,20,0,0.78,0,3,0,1,1,0.46,NA,NA,0.61,0.28,0,1.1,semipre,184,3,monog,0,03-15,07-20,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6336,casauk
Aethia psittacula,1990,4527,3081,6182,NA,NA,NA,NA,NA,41.13,Charadriiformes,Alcidae,Parakeet Auklet,NA,24,1,0.85,1,3.5,0,1,1,0.46,0.68,0.76,0.55,0.23,0,1,semipre,269.98,2,monog,0,05-15,07-30,0,crevice,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6339,parauk
Aethia pusilla,2000,4530,3082,6183,NA,NA,NA,NA,NA,40.4,Charadriiformes,Alcidae,Least Auklet,NA,10,0,0.75,0,3,0,1,1,0.46,NA,NA,0.56,0.26,0,1,semipre,83.99,3,monog,0,05-01,07-20,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6340,leaauk
Aethia pygmaea,2010,4529,3083,6184,NA,NA,NA,NA,NA,40.81,Charadriiformes,Alcidae,Whiskered Auklet,NA,24,1,0.85,1,3,0,1,1,0.46,NA,NA,0.73,0.34,0,1,semipre,112,3,monog,0,05-05,07-20,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6341,whiauk
Aethia cristatella,2020,4528,3084,6185,NA,NA,NA,NA,NA,44.16,Charadriiformes,Alcidae,Crested Auklet,NA,24,1,0.86,0,3.5,0,1,1,0.46,NA,NA,0.55,0.25,0,1,semipre,259.36,3,monog,0,05-05,08-10,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6342,creauk
Cerorhinca monocerata,2030,4531,3076,6186,NA,NA,421,150,NA,51.99,Charadriiformes,Alcidae,Rhinoceros Auklet,NA,24,1,0.85,1,3,0,1,1,0.28,NA,NA,0.69,0.19,0,1,semipre,482.24,3,monog,0,03-15,08-20,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6343,rhiauk
Fratercula arctica,2040,4532,3078,6188,6189:6191,NA,NA,NA,NA,51.64,Charadriiformes,Alcidae,Atlantic Puffin,NA,31,0,0.95,0,4.5,0,1,1,0.64,NA,NA,0.56,0.36,0,1,semipre,593.01,3,monog,0,04-20,06-25,0,burrow,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6345,atlpuf
Fratercula corniculata,2050,4533,3079,6192,NA,NA,423,140,NA,52.26,Charadriiformes,Alcidae,Horned Puffin,NA,20,0,0.85,1,4.5,0,1,1,0.46,0.75,0.73,0.56,0.25,0,1,semipre,536.14,3,monog,0,06-01,09-10,0,burrow,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6349,horpuf
Fratercula cirrhata,2060,4534,3077,6193,NA,NA,424,120,NA,50.45,Charadriiformes,Alcidae,Tufted Puffin,NA,24,1,0.93,0,4.5,0,1,1,0.43,0.62,0.68,NA,0.18,0,1,semipre,774.37,3,monog,0,03-05,09-10,0,burrow,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,6350,tufpuf
Rissa tridactyla,2070,4440,2965,6197,6198:6199,6201,426,400,534,60.58,Charadriiformes,Laridae,Black-legged Kittiwake,NA,20,0,0.88,0,5,0,2,2,0.65,0.57,0.5,1.4,0.19,0,1,semipre,415.99,3,monog,0,04-25,07-25,0,cup,0,0,0,100,0,0,0,0,0,0,0,0,0,70,20,0,10,0,0,0,0,0,0,1,0,Omnivore,30,20,0,30,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,10,20,0,0,60,0,0,0,1,6355,bklkit
Rissa brevirostris,2080,4441,2964,6200,NA,6201,NA,NA,534,62.19,Charadriiformes,Laridae,Red-legged Kittiwake,NA,21,1,0.8,1,4,0,2,2,0.25,NA,NA,NA,0.08,0,1,semipre,377,3,monog,0,06-01,08-15,0,cup,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,1,6358,relkit
Pagophila eburnea,2090,4436,2963,6202,NA,NA,NA,NA,534,60.98,Charadriiformes,Laridae,Ivory Gull,NA,17,0,0.86,0,2,0,1,2,NA,NA,NA,NA,0.2,1,1,semipre,549.99,3,monog,0,06-10,08-15,0,saucer,0,60,0,40,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,40,0,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,40,0,0,10,0,0,0,1,6360,ivogul
Xema sabini,2100,4438,2962,6203,6204:6207,NA,429,620,534,59.37,Charadriiformes,Laridae,Sabine's Gull,NA,15,0,0.89,0,2,0,2,3,NA,0.36,0.75,NA,0.1,0,0.8,semipre,198,2,monog,0,05-30,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,0,0,0,0,0,0,1,0,Omnivore,40,10,0,20,0,10,0,0,10,10,0,0,60,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,1,6361,sabgul
Larus philadelphia,2110,4426,2966,6210,NA,6239,430,600,534,59.01,Charadriiformes,Laridae,Bonaparte's Gull,Chroicocephalus philadelphia,18,0,0.8,1,2,0,2,3,NA,NA,NA,1.86,0.37,0,1,semipre,210.71,1,monog,0,05-25,07-10,0,saucer,0,10,0,0,0,0,10,80,0,0,0,0,10,40,40,0,10,0,0,0,0,0,0,1,0,Omnivore,50,0,0,50,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,60,0,0,0,0,6368,bongul
Larus ridibundus,2120,4424,2969,6226,NA,6227;6230,432,551,534,58.81,Charadriiformes,Laridae,Black-headed Gull,Chroicocephalus ridibundus,32,0,0.9,0,1.5,0,2,3,NA,NA,NA,NA,0.2,1,1,semipre,284,3,monog,0,03-20,06-10,0,scrape,0,80,0,10,5,0,0,0,0,0,0,5,10,0,40,0,30,0,0,0,0,20,0,1,0.3,Omnivore,40,0,0,30,0,0,0,0,10,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,6386,bkhgul
Larus minutus,2130,4435,2959,6231,NA,NA,433,601,534,57.81,Charadriiformes,Laridae,Little Gull,Hydrocoloeus minutus,5,0,0.8,1,2.5,0,2,3,NA,NA,NA,0.2,0.07,0,1,semipre,118,3,monog,0,05-25,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,10,60,0,30,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,80,0,0,0,0,6392,litgul
Rhodostethia rosea,2140,4437,2960,6232,NA,NA,434,610,534,60.16,Charadriiformes,Laridae,Ross's Gull,NA,21,1,0.8,1,0,0,2,4,NA,NA,NA,NA,0.2,1,0.8,semipre,195,2,monog,0,06-10,07-30,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,20,0,10,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,6393,rosgul
Larus atricilla,2150,4433,2979,6235,NA,6236;6237,436,580,534,57.33,Charadriiformes,Laridae,Laughing Gull,Leucophaeus atricilla,19,0,0.8,1,3,0,2,3,NA,0.65,0.32,NA,0.21,0,1,semipre,307.41,3,monog,0,04-10,06-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,60,0,10,10,0,0,0,10,0,1,0.2,VertFishScav,40,0,0,40,0,10,0,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,0,20,10,0,10,0,0,0,1,6396,laugul
Larus pipixcan,2160,4434,2978,6238,NA,6239;6240;6266,437,590,534,57.24,Charadriiformes,Laridae,Franklin's Gull,Leucophaeus pipixcan,9,0,0.8,1,2,0,2,3,0.94,NA,NA,1.19,0.27,0,1,semipre,280,3,monog,0,04-25,06-05,0,scrape,0,0,0,0,0,0,0,0,0,0,0,100,5,0,30,0,35,15,0,0,0,15,0,1,0.1,Omnivore,40,10,0,10,0,0,0,0,15,10,15,0,50,0,0,0,20,10,0,0,0,0,0,10,0,0,10,0,0,0,0,6400,fragul
Larus heermanni,2170,4373,2987,6256,NA,NA,440,570,534,55.24,Charadriiformes,Laridae,Heermann's Gull,NA,27,0,0.5,0,3.75,0,2,3,NA,NA,NA,0.31,0.12,0,1,semipre,499.99,3,monog,0,03-20,06-10,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,30,50,0,20,0,0,0,0,0,0,1,0.1,VertFishScav,35,0,30,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,30,0,0,0,1,6418,heegul
Larus canus,2180,4376,2993,6257,6258:6261,6262,441,550,534,60.74,Charadriiformes,Laridae,Mew Gull,NA,33,0,0.87,0,3,0.1,2,3,NA,NA,NA,0.38,0.13,0,1,semipre,412.53,3,monog,0,04-25,06-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,20,40,0,30,0,0,0,0,10,0,1,0.1,Omnivore,30,0,0,40,0,10,0,0,0,10,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,6419,mewgul
Larus delawarensis,2190,4381,2992,6263,NA,6264;6265;6266,442,540,534,56.25,Charadriiformes,Laridae,Ring-billed Gull,NA,28,0,0.88,0,3,0.03,2,4,0.5,0.75,0.51,NA,0.19,0,1,semipre,516.31,3,monog,0,04-30,06-25,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,0,10,10,0,80,0,0,0,0,0,0,1,0.2,VertFishScav,25,10,0,30,0,20,0,0,10,0,5,0,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,6427,ribgul
