name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic
Surnia ulula,3140,3015,3182,8483,8484:8487,,677,3770,,38.67,Strigiformes,Strigidae,Northern Hawk Owl,,10,0,0.69,1,1,0,5,7,,,,,0.46,1,0,semialt2,319.9,1,monog,0,04-05,08-30,0,platform,0,0,0,10,0,0,20,20,50,0,0,0,0,0,0,0,80,20,0,0,0,0,1,1,0,VertFishScav,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,0,20,0,0,0,0,0,0,0,0
Glaucidium gnoma,3150,3037,3195,8501,8502:8509,,678,3790,,19.81,Strigiformes,Strigidae,Northern Pygmy-owl,,4,1,0.69,1,1,0,3,4,,,,,0.46,1,1,semialt2,61.25,1,monog,0,04-05,06-30,1,cavity,0,0,0,5,0,0,20,45,30,0,0,0,0,0,0,0,90,10,0,0,0,0,1,1,0,Invertebrate,60,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
Glaucidium brasilianum,3160,3049,3210,8527,8528:8541,8543,682,3800,,17.72,Strigiformes,Strigidae,Ferruginous Pygmy-owl,,4,0,0.69,1,1,0,3,4,,0.74,0.74,2.71,0.55,0,1,semialt2,75.1,1,monog,0,04-15,09-25,0.7,cavity,0,0,0,0,0,0,20,20,50,10,0,0,0,0,0,0,80,10,10,0,0,0,1,1,0,Invertebrate,60,20,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
Micrathene whitneyi,3170,3068,3226,8579,8580:8583,,683,3810,,29.99,Strigiformes,Strigidae,Elf Owl,,5,0,0.69,1,1,0,2,3,0.75,0.94,0.9,2.3,0.63,0,1,semialt2,41,1,monog,0,05-01,07-15,1,cavity,0,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,40,40,20,0,0,0,1,1,0,Invertebrate,80,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,25,20,0,0,30,0,20,0,0,0,0,0,0,0,0
Athene cunicularia,3180,3072,3227,8607,8608:8630,,684,3780,,28.33,Strigiformes,Strigidae,Burrowing Owl,,8,0,0.64,0,1,0,7,9,0.71,,,2.6,0.23,0,1,semialt2,150.61,1,monog,0,03-15,08-30,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,0,1,1,0,VertFishScav,20,70,10,0,0,0,0,0,0,0,0,0,35,0,0,0,25,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Strix occidentalis,3190,2993,3357,8689,8690:8692,8699;8700,687,3690,,32.99,Strigiformes,Strigidae,Spotted Owl,,12,0,0.858,0,1.5,0,1,2,0.5,,0.45,,0.23,0,0.75,semialt2,586.37,1,monog,0,03-05,06-15,0.5,cavity,0,0,0,30,0,0,10,30,30,0,0,0,0,0,0,0,70,20,10,0,0,0,1,0,0,VertFishScav,10,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
Strix varia,3200,2997,3358,8693,8694:8698,8699;8700,688,3680,,29.56,Strigiformes,Strigidae,Barred Owl,,18,0,0.69,1,2,0,2,3,,,,1.7,0.34,0,0.9,semialt2,711.49,1,monog,0,03-01,06-15,0.5,cavity,0,0,0,0,0,0,20,20,60,0,0,0,0,0,10,0,60,20,10,0,0,0,1,1,0,VertFishScav,10,70,10,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,0,0,0,0,0,0,0,0
Strix nebulosa,3210,3004,3364,8717,8718:8719,,690,3700,,31.9,Strigiformes,Strigidae,Great Grey Owl,,18,0,0.53,0,2.5,0,2,4,,,0.78,2.2,0.57,0,1,semialt2,1061.89,1,monog,0,03-20,07-30,0.7,cavity,0,0,0,0,0,0,40,40,20,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,VertFishScav,10,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Asio otus,3220,3106,3313,8725,8726:8731,8761,691,3660,,44.94,Strigiformes,Strigidae,Long-eared Owl,,12,0,0.69,0,1,0,4,5,0.46,,,3.38,0.35,0,1,semialt2,296.57,1,monog,0,02-25,07-15,1,cup,0,0,0,0,0,40,30,30,0,0,0,0,0,0,0,0,80,10,10,0,0,0,1,0,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Asio flammeus,3230,3111,3317,8748,8749:8760,8761,693,3670,,47.48,Strigiformes,Strigidae,Short-eared Owl,,12,0,0.69,1,1,0,4,7,0.45,0.74,,4.8,0.39,0,1.25,semialt2,322.61,1,monog,0,03-25,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,1,1,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0
Aegolius funereus,3240,3073,3232,8769,8770:8776,,695,3710,,33.6,Strigiformes,Strigidae,Boreal Owl,,11,0,0.7,0,1.5,0,4,6,0.38,,,2.3,0.18,0,1,semialt2,137.18,1,monog,0,03-25,07-30,1,cavity,0,0,0,0,10,0,20,20,50,0,0,0,0,0,0,0,90,10,0,0,0,0,1,0,0,VertFishScav,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
Aegolius acadicus,3250,3075,3234,8777,8778:8779,,696,3720,,29.78,Strigiformes,Strigidae,Northern Saw-whet Owl,,10,0,0.69,1,1,0,5,6,,,,3.48,0.63,0,1,semialt2,100.69,1,monog,0,03-01,07-30,1,cavity,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,90,10,0,0,0,0,1,0,0,VertFishScav,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
Melopsittacus undulatus,3251,2089,5102,11917,,11918,815,3822,,50.821,Psittaciformes,Psittacidae,Budgerigar,,8,0,0.8,1,1,0,4,6,,,,,0.2,1,2,alt,28.99,2,monog,0,06-01,09-20,0.5,cavity,0,0,0,0,30,0,20,20,30,0,0,0,0,0,0,0,60,40,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,80,0,20,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psittacula krameri,3252,2134,5189,11715,11716:11719,,813,3823,,47.729,Psittaciformes,Psittacidae,Rose-ringed Parakeet,,17,0,0.8,1,2,0,3,4,,,,,0.2,1,2,alt,116.11,2,monog,0,01-15,07-10,0.5,cavity,0,0,0,0,30,0,20,20,30,0,0,0,0,0,0,0,30,30,30,10,0,0,0,1,0,FruiNect,0,0,0,0,0,0,40,10,20,20,10,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myiopsitta monachus,3253,2226,4777,12166,12167:12171,,783,3824,,44.721,Psittaciformes,Psittacidae,Monk Parakeet,,15,0,0.81,0,2,0,4,6,,,,,0.25,0,1.1,alt,120,3,coop,0,03-01,08-10,0,chamber,0,0,0,10,30,10,20,20,10,0,0,0,0,0,0,0,20,20,40,20,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,30,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aratinga nenday,3257,2194,4920,12464,,,786,51830,,46.501,Psittaciformes,Psittacidae,Nanday Parakeet,Nandayus nenday,10,1,0.8,1,1.5,0,3,6,,,,,0.2,1,1,alt,128,3,monog,0,03-10,07-20,0,cavity,0,0,0,0,0,0,40,40,20,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,30,0,30,40,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazona viridigenalis,3254,2288,4828,12252,,12254,806,3826,,36.371,Psittaciformes,Psittacidae,Red-crowned Amazon,,20,0,0.8,1,2,0,2,5,,,,1.45,0.21,0,1,alt,316,3,monog,0,03-15,08-15,0.5,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,0,0,0,20,20,40,20,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,30,0,30,40,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brotogeris versicolurus / chiriri,3255,2240,4781,12176,12177:12179,12180;12181,800,52021,3827,39.271,Psittaciformes,Psittacidae,White-winged / Yellow-chevroned Parakeet,,25,0,0.8,1,2.5,0,4,6,,,,,0.13,0,1,alt,71.53,3,monog,0,03-10,07-10,0.5,cavity,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,Omnivore,0,0,0,0,0,0,40,0,40,0,20,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trogon elegans,3256,1438,3771,8991,8992:8998,,703,3890,,36.879,Trogoniformes,Trogonidae,Elegant Trogon,,10,1,0.8,1,1,0,2,4,0.68,0.64,0.64,,0.43,0,1,alt,70.89,1,monog,0,04-01,08-30,0.8,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,30,70,0,0,0,1,0,Omnivore,50,0,0,0,0,0,50,0,0,0,0,0,40,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Megaceryle torquata,3260,1642,3990,9692,9693:9696,,716,3901,,23.14,Coraciiformes,Alcedinidae,Ringed Kingfisher,,5,1,0.3,1,1,1,3,6,,,,,0.84,1,1,alt,317,1,monog,0,01-10,06-10,0,burrow,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
Megaceryle alcyon,3270,1641,3991,9697,,,717,3900,,33.6,Coraciiformes,Alcedinidae,Belted Kingfisher,,5,1,0.3,0,1,0,6,7,,0.87,0.97,,0.84,0,1,alt,148,1,monog,0,03-20,07-20,0,burrow,90,0,0,0,0,0,0,0,10,0,0,0,0,40,40,0,10,10,0,0,0,0,0,1,0,VertFishScav,10,10,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
Chloroceryle americana,3280,1645,3995,9707,9708:9712,,719,3910,,23.29,Coraciiformes,Alcedinidae,Green Kingfisher,,5,1,0.3,1,1,1,3,6,,,,,0.84,1,1,alt,33.73,1,monog,0,03-15,06-30,0,burrow,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
Sphyrapicus thyroideus,3290,903,4541,10546,10547:10548,,738,4040,3920;4022,32.23,Piciformes,Picidae,Williamson's Sapsucker,,6.5,1,0.49,0,1,0,5,6,0.94,0.66,,3.67,0.62,0,1,alt,47.6,1,monog,0,05-05,07-25,0,cavity,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,40,10,10,20,20,0,0,0,1,0,Omnivore,50,0,0,0,0,0,20,30,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphyrapicus varius,3300,900,4542,10549,,10551;10552;10556,739,4020,3920;4022,33.85,Piciformes,Picidae,Yellow-bellied Sapsucker,,6,0,0.45,1,1,0,5,6,,,,2.72,0.49,0,1,alt,50.3,1,monog,0,05-10,07-15,0,cavity,0,0,0,0,0,0,55,5,40,0,0,0,0,0,0,60,0,10,20,10,0,0,0,1,0,Omnivore,50,0,0,0,0,0,10,30,10,0,0,0,0,0,70,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0
Sphyrapicus nuchalis,3310,901,4543,10550,,10551;10552,740,4021,3920;4022,31.72,Piciformes,Picidae,Red-naped Sapsucker,,6,0,0.41,0,1,0,4,5,0.91,0.81,0.16,3.2,0.12,0,1,alt,48.49,1,monog,0,05-20,08-10,0,cavity,0,0,0,0,0,0,40,30,30,0,0,0,0,0,0,30,0,20,20,30,0,0,0,1,0,Omnivore,40,0,0,0,0,0,10,40,10,0,0,0,0,10,80,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphyrapicus ruber,3320,902,4544,10553,10554:10555,10556;10557;10558,741,4030,3920;4022,30.34,Piciformes,Picidae,Red-breasted Sapsucker,,7,0,0.45,0,1.5,0,4,5,,,,3.2,0.41,1,1,alt,54.79,1,monog,0,05-10,08-10,0,cavity,0,0,0,0,0,0,5,10,85,0,0,0,0,0,0,60,0,0,20,20,0,0,0,1,0,Invertebrate,50,0,0,0,0,0,0,40,0,10,0,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes lewis,3330,878,4547,10564,,,728,4080,3920,31.38,Piciformes,Picidae,Lewis's Woodpecker,,10,0,0.88,0,1,0,6,7,0.83,,,1.2,0.19,0,1,alt,105.76,1,monog,0,05-20,08-25,0,cavity,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,30,30,0,40,0,0,1,0,Invertebrate,60,0,0,0,0,0,20,0,20,0,0,0,30,0,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes erythrocephalus,3340,881,4550,10567,,,729,4060,3920,29.09,Piciformes,Picidae,Red-headed Woodpecker,,9,0,0.62,0,1,0,4,5,0.69,,0.4,1.4,0.28,0,1,alt,71.6,1,monog,0,05-20,08-30,0,cavity,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,20,20,20,40,0,0,0,0,1,0,Invertebrate,50,10,0,0,10,0,0,0,20,10,0,0,20,10,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes formicivorus,3350,882,4551,10568,10569:10576,,730,4070,3920,27.99,Piciformes,Picidae,Acorn Woodpecker,,17.5,0,0.87,0,2,0,3,7,,,,1.75,0.35,0,1.7,alt,79.62,2,coop,0,03-20,09-30,0,cavity,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,30,0,0,10,30,30,0,0,1,0,PlantSeed,20,5,5,5,0,0,10,5,50,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanerpes uropygialis,3360,894,4565,10598,10599:10601,,735,4110,3920,21.75,Piciformes,Picidae,Gila Woodpecker,,7,0,0.72,1,1,0,3,4,,,,,0.32,1,2.5,alt,64.66,1,monog,0,04-01,08-30,0,cavity,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,30,20,10,20,20,0,0,0,1,0,Omnivore,40,10,10,0,0,0,20,10,10,0,0,0,0,20,40,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0
Melanerpes aurifrons,3370,897,4568,10604,10605:10617,10618;10619;10621;10622,736,4100,3920,25.08,Piciformes,Picidae,Golden-fronted Woodpecker,,5,0,0.72,1,1,0,4,5,,,,,0.56,0,2.5,alt,80.77,1,monog,0,03-20,07-30,0,cavity,0,0,0,0,5,0,35,0,60,0,0,0,0,0,0,30,20,20,30,0,0,0,0,1,0,Omnivore,40,0,0,0,10,0,30,0,20,0,0,0,10,0,40,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0
Melanerpes carolinus,3380,895,4567,10620,10621:10622,10621;10622,737,4090,3920,28.77,Piciformes,Picidae,Red-bellied Woodpecker,,12,0,0.66,0,1,0,4,5,0.61,0.7,0.55,,0.23,0,2,alt,69.5,1,monog,0,04-10,09-15,0,cavity,0,0,0,0,5,0,5,0,90,0,0,0,0,0,0,30,0,0,15,45,10,0,0,1,0,Omnivore,30,10,10,0,0,0,20,10,20,0,0,0,10,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0
Picoides dorsalis,3390,969,4570,10637,10638:10640,10642,743,4010,3920,28.04,Piciformes,Picidae,American Three-toed Woodpecker,,6,0,0.77,1,1,0,3,5,0.66,0.75,,2.3,0.58,0,1,alt,55.05,1,monog,0,05-25,07-30,0,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,0,0,90,0,0,10,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,10,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides arcticus,3400,970,4572,10641,,10642,744,4000,3920,25.15,Piciformes,Picidae,Black-backed Woodpecker,,7,0,0.63,0,1,0,3,5,0.73,,,1.8,0.45,0,1,alt,69.24,1,monog,0,05-25,08-25,0,cavity,0,0,0,0,0,0,40,20,40,0,0,0,0,0,0,95,5,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,10,10,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides pubescens,3410,960,4608,10805,10806:10814,10816;10826;10827,746,3940,3920,28.17,Piciformes,Picidae,Downy Woodpecker,Dryobates pubescens,11,0,0.77,1,1,0,3,8,,,,,0.77,0,1,alt,25.55,1,monog,0,04-01,07-25,0,cavity,0,0,0,0,10,0,30,30,30,0,0,0,0,0,0,60,0,20,10,10,0,0,0,1,0,Invertebrate,75,0,0,0,0,0,10,0,10,5,0,0,5,0,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides nuttallii,3420,958,4610,10815,,10816,747,3970,3920,24.41,Piciformes,Picidae,Nuttall's Woodpecker,Dryobates nuttallii,8,0,0.77,1,1,0,4,5,,,,,0.6,1,1,alt,37.39,1,monog,0,04-10,07-20,0,cavity,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,70,10,10,10,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,10,10,0,0,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0
Picoides scalaris,3430,959,4609,10817,10818:10825,10826;10827;10828;10829,748,3960,3920,24.58,Piciformes,Picidae,Ladder-backed Woodpecker,Dryobates scalaris,7.5,0,0.77,1,1,0,4,6,,,,,0.6,1,1,alt,31.59,1,monog,0,04-15,07-25,0,cavity,0,0,0,0,5,0,75,0,10,10,0,0,0,0,0,80,0,0,10,10,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Picoides borealis,3440,961,4614,10830,,,749,3950,3920,32.08,Piciformes,Picidae,Red-cockaded Woodpecker,Leuconotopicus borealis;Dryobates borealis,12,0,0.85,0,1,0,2,5,0.8,,,1.88,0.54,0,0.75,alt,47.99,2,monog,0,04-05,07-30,0,cavity,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,90,0,0,10,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picoides villosus,3450,965,4611,10831,10832:10850,10851;10852;10853;10854,750,3930,3920,24.81,Piciformes,Picidae,Hairy Woodpecker,Dryobates villosus,15,0,0.77,1,1,0,3,5,0.74,,,,0.7,0,1,alt,62.65,1,monog,0,03-15,07-30,0,cavity,0,0,0,0,0,0,10,30,60,0,0,0,0,0,0,60,10,10,20,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,10,10,0,0,0,0,0,80,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0
Picoides albolarvatus,3460,966,4615,10855,10856:10857,,751,3990,3920,25.8,Piciformes,Picidae,White-headed Woodpecker,Dryobates albolarvatus,9,0,0.83,0,1.5,0,4,5,0.85,,,2.6,0.58,0,1,alt,61.07,2,monog,0,03-10,07-25,0,cavity,0,0,0,0,10,0,0,40,50,0,0,0,0,0,0,40,10,30,10,10,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,10,20,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Picoides stricklandi,3470,962,4581,10864,10865:10867,,753,3975,3920,28.38,Piciformes,Picidae,Strickland's Woodpecker,Dryobates stricklandi,5,0,0.77,1,1,0,3,4,,,,,0.6,1,1,alt,40.87,1,monog,0,03-25,07-15,0,cavity,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,50,0,30,20,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campephilus principalis,3480,1037,4408,10966,10967:10968,,,,3920,32.86,Piciformes,Picidae,Ivory-billed Woodpecker,,9,1,0.64,1,1.5,1,2,3,0.5,,,2.11,0.42,0,1,alt,516,2,coop,0,01-01,12-30,0,cavity,0,0,0,0,0,0,10,10,80,0,0,0,0,0,0,80,0,10,5,5,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dryocopus pileatus,3490,1021,4528,11150,11151:11152,,764,4050,3920,25.33,Piciformes,Picidae,Pileated Woodpecker,Hylatomus pileatus,9,0,0.64,0,1.5,0,3,5,0.6,,,2.13,0.44,0,1,alt,286.59,1,monog,0,05-01,07-15,0,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,0,0,60,10,10,10,10,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Colaptes auratus,3500,1001,4488,11284,11285:11296,11302;11303,757,4123,4120;4130;4125;3920,26.11,Piciformes,Picidae,Northern Flicker,,9,0,0.43,0,1,0,5,8,0.71,,,5.9,0.65,0,1,alt,131.46,1,monog,0,05-01,08-05,0,cavity,5,0,0,0,0,0,5,0,90,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Colaptes chrysoides,3505,1003,4489,11297,11298:11301,11302;11303,761,4140,3920,27.502,Piciformes,Picidae,Gilded Flicker,,6,0,0.43,1,1,0,3,5,,,,,0.65,1,1,alt,111,1,monog,0,05-01,08-05,0,cavity,0,0,0,0,0,0,30,10,30,30,0,0,0,0,0,10,50,30,10,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,20,0,20,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Caracara plancus,3510,4925,4663,11347,,11348,771,3620,,23.67,Falconiformes,Falconidae,Southern Caracara,Caracara cheriway,9,0,0.89,0,3,0,2,3,0.83,,,1.6,0.63,0,1.2,semialt2,1078.62,1,monog,0,01-10,06-20,0,platform,0,0,0,0,20,30,40,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,VertFishScav,20,0,20,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0
Falco sparverius,3520,4950,4687,11407,11408:11426,,773,3600,,43.77,Falconiformes,Falconidae,American Kestrel,,14,0,0.43,0,1.2,0,4,5,0.67,0.76,0.9,,0.46,0,1.2,semialt2,114.61,1,monog,0,04-05,07-20,1,cavity,0,0,0,0,0,0,10,30,60,0,0,0,0,0,0,0,50,40,10,0,0,0,0,1,0,Invertebrate,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,20,0,0,0,0,0,0,0,0,0,0
Falco columbarius,3530,4963,4699,11441,11442:11451,,775,3570,,48.9,Falconiformes,Falconidae,Merlin,,9,0,0.62,0,1.9,0,4,5,0.9,0.8,0.38,,0.27,0,1,semialt2,188.5,1,monog,0,03-25,07-25,1,platform,0,0,0,10,0,20,50,20,0,0,0,0,0,0,0,0,0,40,30,0,30,0,0,1,0,VertFishScav,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0
Falco femoralis,3540,4962,4702,11467,11468:11470,,777,3590,,44.59,Falconiformes,Falconidae,Aplomado Falcon,,8,0,0.91,0,1.7,0,3,3,0.42,0.76,0.67,,0.21,0,1,semialt2,335.76,1,monog,0,03-05,06-30,1,platform,0,0,0,0,0,0,60,30,10,0,0,0,0,0,0,0,30,30,20,10,10,0,0,1,0,Omnivore,50,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,20,0,0,0,0,0,0,0,0,0,0
Falco rusticolus,3550,4978,4714,11486,,,780,3540,,47.49,Falconiformes,Falconidae,Gyr Falcon,,12,0,0.9,0,3,0,4,4,0.54,,,1.5,0.2,0,1,semialt2,1431.72,1,monog,0,05-01,07-20,1,scrape,0,0,0,80,0,0,10,10,0,0,0,0,0,0,0,0,70,10,10,0,10,0,0,1,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0
Falco peregrinus,3560,4980,4716,11487,11488:11509,11511,781,3560,,55.42,Falconiformes,Falconidae,Peregrine Falcon,,19,0,0.74,0,3,0,3,4,0.65,,,1.4,0.26,0,1,semialt2,759.95,1,monog,0,03-15,07-15,0.1,scrape,0,0,0,60,30,0,0,5,5,0,0,0,0,0,0,0,10,10,10,10,60,0,0,1,0,VertFishScav,10,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
Falco mexicanus,3570,4979,4715,11510,,11511,782,3550,,50.51,Falconiformes,Falconidae,Prairie Falcon,,17,0,0.78,0,2,0,4,5,0.7,0.75,0.89,,0.47,0,1,semialt2,713.07,1,monog,0,04-15,06-30,0,scrape,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,1,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0
Pachyramphus aglaiae,3580,6242,6286,15314,15315:15322,,859,4411,,20.13,Passeriformes,Cotingidae,Rose-throated Becard,,8,1,0.47,0,1,0,4,6,,,,,0.25,1,1,alt,29.69,1,monog,0,03-15,09-05,0,sphere,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,30,0,20,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Camptostoma imberbe,3590,5848,6486,15780,,,872,4720,,14.1,Passeriformes,Tyrannidae,Northern Beardless-tyrannulet,,5,0,0.53,1,1,0,1,3,,,,,0.25,1,1.5,alt,7.4,1,monog,0,05-15,07-25,0,sphere,0,0,0,0,0,50,40,10,0,0,0,0,0,0,0,0,0,20,30,50,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
