name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic
Melanitta perspicillata,330,752,489,628,,632;637,61,1660,1657,51.24,Anseriformes,Anatidae,Surf Scoter,,10,0,0.74,0,2.5,0,5,8,0.71,,0.4,,0.28,0,0.9,pre2,1096.33,2,monog,0,06-01,09-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Melanitta fusca,340,753,490,629,,633;632;634,62,1650,1657,49.94,Anseriformes,Anatidae,White-winged Scoter,,21,0,0.76,0,2.5,0,7,9,,,,,0.3,0,1,pre2,1800.17,2,monog,0,05-15,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Melanitta nigra,350,749,493,636,,635;637;638,65,1630,1657,46.42,Anseriformes,Anatidae,Black Scoter,,16,0,0.78,0,2.5,0,6,8,,,,,0.3,0,0.9,pre2,1049.98,2,monog,0,05-15,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Clangula hyemalis,360,748,484,640,,,67,1540,,50.8,Anseriformes,Anatidae,Long-tailed Duck,,20,0,0.74,0,2.5,0,6,7,0.41,0.81,,,0.33,0,1,pre2,871,2,monog,0,05-25,08-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Bucephala albeola,370,760,497,641,,645;646;653,68,1530,,47.41,Anseriformes,Anatidae,Bufflehead,,18,0,0.48,0,2,0,8,10,0.79,0.93,,4.9,0.74,0,1,pre2,397.46,1,monog,0,05-01,08-25,1,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Bucephala clangula,380,757,498,642,643:644,648;649;654;656,69,1510,1512,52.23,Anseriformes,Anatidae,Common Goldeneye,,11.5,0,0.61,0,2,0,7,10,0.64,0.8,,1.3,0.51,0,1,pre2,918.56,1,monog,0,04-25,08-25,1,cavity,0,5,0,5,0,0,30,10,50,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Bucephala islandica,390,759,499,647,,648;649;655;656,70,1520,1512,47.21,Anseriformes,Anatidae,Barrow's Goldeneye,,18,0,0.66,0,2.5,0,9,10,0.48,0.9,0.36,1.3,0.43,0,1,pre2,921.21,1,monog,0,04-25,09-15,1,cavity,0,0,0,5,0,0,30,15,50,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Lophodytes cucullatus,400,762,501,651,,653;654;655;656,73,1310,,50.93,Anseriformes,Anatidae,Hooded Merganser,,11,0,0.66,0,2,0,10,12,0.73,0.64,,,0.47,0,1,pre2,613.77,2,monog,0,02-15,06-05,1,cavity,0,0,0,0,0,0,40,0,60,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Omnivore,20,0,10,50,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Mergus merganser,410,767,502,658,659:662,663;664;668;669,74,1290,,44.13,Anseriformes,Anatidae,Common Merganser,,12.5,0,0.6,0,2.5,0,8,11,0.94,,,6.8,0.72,0,1,pre2,1451,2,monog,0,05-01,09-05,1,cavity,0,5,0,5,5,0,20,15,50,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,VertFishScav,10,10,10,65,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Mergus serrator,420,764,504,666,,667;668;669,75,1300,,48.85,Anseriformes,Anatidae,Red-breasted Merganser,,12,0,0.81,0,2.7,0,8,10,0.72,,,2.1,0.3,0,1,pre2,1015.17,2,monog,0,05-25,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0
Nomonyx dominicus,430,572,441,673,,678,,,,40.96,Anseriformes,Anatidae,Masked Duck,,6,0,0.5,1,1,0,4,10,,,,3,0.6,0,1,pre2,364.97,2,monog,0,05-01,11-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,PlantSeed,20,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0
Oxyura jamaicensis,440,573,442,674,,678;680,77,1670,,41.85,Anseriformes,Anatidae,Ruddy Duck,,13,0,0.5,1,1.25,0,6,8,0.54,0.77,,,0.36,0,1.2,pre2,608.15,2,monog,0,05-10,09-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
Ortalis vetula,450,137,130,746,747:750,,78,3110,,11.43,Galliformes,Cracidae,Plain Chachalaca,,8.8,0,0.4,0,1,0,2,4,0.37,0.91,0.98,0.9,0.59,0,1,pre4,562.6,1,monog,0,04-01,10-05,0,saucer,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1,0,FruiNect,0,0,0,0,0,0,60,0,0,40,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oreortyx pictus,460,463,177,899,,,86,2920,,31.61,Galliformes,Odontophoridae,Mountain Quail,,3,0,0.47,0,1,0,9,10,,0.77,,,0.3,0,1.5,pre3,233,2,monog,0,04-20,08-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,20,0,40,35,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colinus virginianus,470,469,178,912,913:937,971,91,2890,,27.67,Galliformes,Odontophoridae,Northern Bobwhite,,6,0,0.16,0,1,0,12,16,,0.39,,,0.33,0,1,pre3,171.89,3,monog,0,04-05,12-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,0,0,65,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callipepla squamata,480,464,184,966,967:970,971;987;996,93,2930,,24.24,Galliformes,Odontophoridae,Scaled Quail,,3,0,0.5,0,1,0,12,14,0.33,,,8.2,0.2,0,1,pre3,183.86,3,monog,0,05-01,12-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,45,25,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callipepla californica,490,466,187,978,979:986,987;997;998,95,2940,,26.23,Galliformes,Odontophoridae,California Quail,,6.5,0,0.74,0,1,0,12,16,,,,15.7,0.89,0,1.25,pre3,165.7,3,monog,0,04-05,08-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,5,0,50,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callipepla gambelii,500,467,186,988,989:995,996;997;998,96,2950,,28.34,Galliformes,Odontophoridae,Gambel's Quail,,4,0,0.4,0,1,0,10,12,,0.45,,,0.32,0,1.25,pre3,165.95,2,monog,0,03-10,08-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,60,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrtonyx montezumae,510,490,208,999,1000:1006,,97,2960,,25.46,Galliformes,Odontophoridae,Montezuma Quail,,6,0,0.17,0,1,0,10,12,,0.32,,,0.32,0,1,pre3,185.38,1,monog,0,06-10,11-10,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Omnivore,30,0,0,0,0,0,10,0,10,50,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alectoris chukar,520,241,285,1214,1215:1228,,101,2882,,28.95,Galliformes,Phasianidae,Chukar,,6.5,0,0.1,0,1,0,9,16,,,,8.47,0.15,0,1,pre3,502.1,1,polygyn,0,03-15,12-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,10,70,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phasianus colchicus,530,393,373,1437,1438:1473,,105,3091,,22.91,Galliformes,Phasianidae,Common Pheasant,,11,0,0.2,0,1,0,10,12,,0.25,0.65,1.6,0.1,0,1,pre3,1120.31,1,polygyn,0,04-01,10-20,0,scrape,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavo cristatus,535,413,252,1139,,1140,106,3095,,28.714,Galliformes,Phasianidae,Indian Peafowl,,11,1,0.2,1,1,0,10,12,,,,1.4,0.14,0,1,pre3,4154.81,1,lek,0,04-01,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,10,0,0,0,40,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perdix perdix,540,294,399,1527,1528:1534,,104,2881,,32.95,Galliformes,Phasianidae,Grey Partridge,,4.6,0,0.3,0,1,0,15,17,0.37,0.32,,4.64,0.37,0,1,pre3,405.3,2,monog,0,04-15,12-30,0,scrape,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,30,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonasa umbellus,550,434,404,1590,1591:1604,1617,107,3000,,38.3,Galliformes,Phasianidae,Ruffed Grouse,,8.5,0,0.34,0,1,0,9,12,0.69,0.94,,,0.45,0,1,pre3,530.91,1,lek,0,04-10,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,1,0,PlantSeed,15,0,0,0,0,0,20,0,0,65,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centrocercus urophasianus,560,435,421,1605,,1607,108,3090,,38.69,Galliformes,Phasianidae,Greater Sage-grouse,,10,0,0.67,0,1.25,0,6,9,0.21,0.92,,,0.19,0,1,pre3,1902.46,3,lek,0,03-20,09-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centrocercus minimus,565,19812,422,1606,,1607,109,3089,,38.561,Galliformes,Phasianidae,Gunnison Sage-grouse,,10,1,0.52,0,1.5,0,3,9,0.43,0.83,,,0.36,0,1,pre3,1902.46,1,lek,0,04-25,09-10,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendragapus canadensis,570,417,413,1609,1610:1616,1617,110,2980,,34.85,Galliformes,Phasianidae,Spruce Grouse,Falcipennis canadensis;Canachites canadensis,6.5,0,0.3,0,1.4,0,4,7,0.33,,,2.8,0.33,0,1,pre3,473.65,1,lek,0,04-10,09-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,0,90,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagopus lagopus,580,423,407,1618,1619:1638,,111,3010,,39.01,Galliformes,Phasianidae,Willow Ptarmigan,,8.5,0,0.3,0,1.25,0,6,9,,0.8,0.6,,0.4,0,1,pre3,566.86,1,polygyn,0,05-20,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,10,0,0,85,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagopus muta,590,426,408,1639,1640:1669,,112,3020,,46.16,Galliformes,Phasianidae,Rock Ptarmigan,,5,0,0.43,0,1,0,6,9,0.55,,,3.8,0.81,0,1,pre3,535.3,1,monog,0,06-05,08-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,20,0,10,65,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagopus leucura,600,427,409,1670,1671:1675,,113,3040,,40.42,Galliformes,Phasianidae,White-tailed Ptarmigan,,13.5,0,0.47,0,1,0,4,8,0.54,,,2.47,0.7,0,1,pre3,354.97,1,monog,0,05-25,10-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendragapus obscurus,610,420,410,1677,1678:1681,1687;1696,114,2970,2973,39.44,Galliformes,Phasianidae,Dusky Grouse,,12,0,0.7,0,1,0,7,10,0.75,0.97,,,0.67,0,1,pre3,1047.31,1,promisc,0,03-01,09-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,0,80,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendragapus fuliginosus,615,19811,411,1682,1683:1686,1687,115,2971,2973,39.857,Galliformes,Phasianidae,Sooty Grouse,,12,1,0.7,1,1,0,7,10,0.75,0.97,,,0.67,1,1,pre3,1047.31,1,promisc,0,05-01,09-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,0,80,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tympanuchus phasianellus,620,436,424,1688,1689:1694,1701;1695;1696,117,3080,,39.62,Galliformes,Phasianidae,Sharp-tailed Grouse,,7.5,0,0.53,0,1,0,10,14,0.61,0.87,,6.8,0.49,0,1,pre3,882.38,3,promisc,0,04-20,08-10,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,0,10,70,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tympanuchus cupido,630,437,425,1697,1698:1700,1701;1703;1704,118,3050,,42.69,Galliformes,Phasianidae,Greater Prairie-chicken,,3,0,0.48,0,1.25,0,10,12,0.41,0.83,,,0.24,0,1,pre3,870.08,3,promisc,0,04-01,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,10,0,50,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tympanuchus pallidicinctus,640,438,426,1702,,1703;1704,119,3070,,39.02,Galliformes,Phasianidae,Lesser Prairie-chicken,,5,0,0.53,0,1.25,0,11,13,0.28,0.9,,5.7,0.47,0,1,pre3,745.82,3,promisc,0,04-15,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,Invertebrate,55,0,0,0,0,0,0,0,0,40,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meleagris gallopavo,650,439,402,1706,1707:1713,,120,3100,,25.98,Galliformes,Phasianidae,Wild Turkey,,10,0,0.36,0,1,0,10,12,0.46,,,,0.42,0,1,pre3,5791.37,2,polygyn,0,04-15,12-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,15,5,0,0,0,0,20,0,20,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenicopterus ruber,660,5271,649,1716,,1718,,,,47.57,Phoenicopteriformes,Phoenicopteridae,American Flamingo,,20,0,0.74,1,2,1,1,1,0.61,,,,0.28,1,1,semipre,3031.59,3,monog,0,03-10,06-30,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,Invertebrate,50,0,0,10,0,0,0,0,20,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
Tachybaptus dominicus,670,5004,627,1750,1751:1755,,123,50,,23.44,Podicipediformes,Podicipedidae,Least Grebe,,10,1,0.85,1,1.25,1,4,6,,,,,0.21,1,3,pre4,132.59,2,monog,0,01-01,12-31,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,70,30,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Podilymbus podiceps,680,5005,629,1756,1757:1759,,124,60,,34.01,Podicipediformes,Podicipedidae,Pied-billed Grebe,,13,0,0.85,1,1,0,5,7,0.72,0.75,0.61,,0.33,0,1.5,pre4,411.93,1,monog,0,04-01,07-30,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Podiceps auritus,690,5013,638,1767,1768:1769,1781,125,30,,42.15,Podicipediformes,Podicipedidae,Horned Grebe,,5,0,0.85,1,1,0,4,7,,0.3,,2.76,0.15,0,1.25,pre4,453,1,monog,0,05-25,10-05,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,70,30,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Podiceps grisegena,700,5010,636,1770,1771:1772,,126,20,,41.2,Podicipediformes,Podicipedidae,Red-necked Grebe,,6,0,0.8,0,2,0,4,5,0.58,,,1.1,0.14,0,1,pre4,1023,2,monog,0,05-01,08-10,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,70,30,0,0,0,0,0,0,0,0,1,0,Omnivore,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Podiceps nigricollis,710,5015,639,1777,1778:1780,1781,127,40,,44.02,Podicipediformes,Podicipedidae,Black-necked Grebe,,12,0,0.9,0,1,0,3,5,,0.88,,0.81,0.18,0,1.25,pre4,412.44,3,monog,0,05-01,08-30,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,60,40,0,0,0,0,0,0,0,0,1,0,Invertebrate,80,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Aechmophorus occidentalis,720,5024,646,1789,1790:1791,1795;1796,128,10,12,40.87,Podicipediformes,Podicipedidae,Western Grebe,,14,0,0.85,1,1,0,3,4,0.65,,,1.41,0.26,0,1,pre4,1136.95,3,monog,0,06-01,08-30,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Aechmophorus clarkii,730,5026,647,1792,1793:1794,1795;1796,129,11,12,41.78,Podicipediformes,Podicipedidae,Clark's Grebe,,11,0,0.85,1,1,0,3,4,,,,,0.21,1,1,pre4,1090.93,2,monog,0,06-01,08-30,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Columba livia,740,3315,663,1798,1799:1813,1817;1920,131,3131,,44.18,Columbiformes,Columbidae,Rock Pigeon,,6,0,0.66,0,1,0,2,2,,,,,0.46,0,6.5,alt,354.2,3,monog,0,02-01,11-30,0,saucer,0,0,0,5,95,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,20,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,35,15,40,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patagioenas leucocephala,750,3349,745,1900,,,135,3140,,33.9,Columbiformes,Columbidae,White-crowned Pigeon,,12,1,0.55,0,1,0,2,2,0.58,,0.3,1.23,0.17,0,3,alt,240.14,3,monog,0,05-15,09-30,0,platform,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,20,20,40,20,0,0,0,1,0,FruiNect,10,0,0,0,0,0,60,0,0,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patagioenas flavirostris,760,3361,757,1901,1902:1905,,136,3130,,35.63,Columbiformes,Columbidae,Red-billed Pigeon,,12,1,0.59,1,1,0,1,2,,,,,0.35,1,1.5,alt,270.81,1,monog,0,03-10,07-30,0,platform,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,10,30,30,30,0,0,0,1,0,FruiNect,0,0,0,0,0,0,60,0,0,40,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patagioenas fasciata,770,3355,752,1910,1911:1919,1920,137,3120,,36.24,Columbiformes,Columbidae,Band-tailed Pigeon,,18,0,0.68,0,1,0,1,2,0.79,0.79,0.69,,0.55,0,2,alt,366.3,3,monog,0,02-15,10-15,0,platform,0,0,0,0,0,20,30,40,10,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,60,30,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptopelia decaocto,780,3391,707,1968,1969:1970,1975;1976;2345,142,22860,,37.85,Columbiformes,Columbidae,Eurasian Collared-dove,,13,0,0.56,0,1,0,2,2,,,0.28,,0.28,0,4.5,alt,148.96,2,monog,0,03-25,11-15,0,platform,0,0,0,0,5,0,50,45,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,20,10,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptopelia chinensis,781,3385,718,2004,2005:2008,,143,3151,,30.61,Columbiformes,Columbidae,Spotted Dove,"Stigmatopelia chinensis;Spilopelia chinensis
",9,0,0.56,1,1,0,2,2,,0.56,0.3,0.58,0.29,0,4,alt,159,1,monog,0,04-01,10-15,0,platform,0,0,0,0,0,20,30,30,0,0,20,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,90,0,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptopelia roseogrisea,782,3392,709,1971,1972:1974,1975;1976,140,3152,,39.16,Columbiformes,Columbidae,African Collared-dove,,10,1,0.56,1,1,0,2,2,,,,,0.28,1,4.5,alt,155,1,monog,0,03-25,11-15,0,platform,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,60,20,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbina inca,790,3447,807,2175,,,144,3210,,25.98,Columbiformes,Columbidae,Inca Dove,Scardafella inca,7,0,0.59,1,1,0,2,2,0.55,,,,0.35,1,3.5,alt,47.5,2,monog,0,07-01,10-30,0,saucer,0,0,0,0,10,50,20,10,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbina passerina,800,3449,809,2176,,2205,145,3200,,25.44,Columbiformes,Columbidae,Common Ground-dove,,6,0,0.59,1,1,0,2,2,0.47,,,1.8,0.42,0,3.5,alt,35.36,1,monog,0,03-15,10-01,0,saucer,0,30,0,0,0,50,10,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbina talpacoti,810,3451,812,2200,2201:2204,2205,147,3201,,19.92,Columbiformes,Columbidae,Ruddy Ground-dove,,12,1,0.59,1,1,0,2,2,,,,,0.35,1,3,alt,46.04,2,monog,0,05-01,10-15,0.2,saucer,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
